hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,agent,company,days_in_waiting_list,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,0,2,2015,December,53,31,0,2,2,0.0,0,BB,PHL,Direct,Direct,0,0,0,A,A,0,14.0,,0,1,0,Check-Out,2016-01-02
City Hotel,0,6,2015,December,53,31,0,2,2,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,D,D,0,9.0,,0,0,1,Check-Out,2016-01-02
City Hotel,0,1,2015,December,53,31,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,9.0,,0,0,2,Check-Out,2016-01-01
City Hotel,0,1,2015,December,53,31,0,3,3,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,F,0,7.0,,0,0,0,Check-Out,2016-01-03
City Hotel,1,148,2015,December,53,31,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,1.0,,98,0,0,Canceled,2015-11-11
City Hotel,1,148,2015,December,53,31,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,1.0,,98,0,0,Canceled,2015-11-11
City Hotel,1,148,2015,December,53,31,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,1.0,,98,0,0,Canceled,2015-11-11
City Hotel,1,148,2015,December,53,31,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,1.0,,98,0,0,Canceled,2015-11-11
City Hotel,1,148,2015,December,53,31,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,1.0,,98,0,0,Canceled,2015-11-11
City Hotel,1,148,2015,December,53,31,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,1.0,,98,0,0,Canceled,2015-11-11
City Hotel,1,148,2015,December,53,31,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,1.0,,98,0,0,Canceled,2015-11-11
City Hotel,1,148,2015,December,53,31,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,1.0,,98,0,0,Canceled,2015-11-11
City Hotel,1,148,2015,December,53,31,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,1.0,,98,0,0,Canceled,2015-11-11
City Hotel,1,148,2015,December,53,31,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,1.0,,98,0,0,Canceled,2015-11-11
City Hotel,0,2,2015,December,53,31,1,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,9.0,,0,0,1,Check-Out,2016-01-04
City Hotel,1,148,2015,December,53,31,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,1.0,,98,0,0,Canceled,2015-11-11
City Hotel,1,148,2015,December,53,31,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,1.0,,98,0,0,Canceled,2015-11-11
City Hotel,1,148,2015,December,53,31,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,1.0,,98,0,0,Canceled,2015-11-11
City Hotel,1,148,2015,December,53,31,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,1.0,,98,0,0,Canceled,2015-11-11
City Hotel,1,28,2015,December,53,31,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,9.0,,0,0,0,Canceled,2015-12-19
City Hotel,1,148,2015,December,53,31,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,1.0,,98,0,0,Canceled,2015-11-11
City Hotel,0,7,2015,December,53,31,2,4,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,9.0,,0,0,0,Check-Out,2016-01-06
City Hotel,0,4,2015,December,53,31,2,7,2,0.0,0,SC,TUR,Online TA,TA/TO,0,0,0,A,D,0,9.0,,0,0,2,Check-Out,2016-01-09
City Hotel,1,119,2016,January,1,1,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,14.0,,0,0,0,Canceled,2015-12-31
City Hotel,0,0,2016,January,1,1,0,1,2,0.0,0,BB,TUN,Online TA,Direct,0,0,0,A,A,0,9.0,,0,0,0,Check-Out,2016-01-02
City Hotel,0,0,2016,January,1,1,0,1,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,9.0,,0,0,0,Check-Out,2016-01-02
City Hotel,0,19,2016,January,1,1,0,2,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,9.0,,0,0,1,Check-Out,2016-01-03
City Hotel,0,30,2016,January,1,1,0,2,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,8.0,,0,0,1,Check-Out,2016-01-03
City Hotel,0,17,2016,January,1,1,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,B,B,0,9.0,,0,0,1,Check-Out,2016-01-04
City Hotel,0,19,2016,January,1,1,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,7.0,,0,0,1,Check-Out,2016-01-04
City Hotel,0,19,2016,January,1,1,1,2,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,9.0,,0,1,0,Check-Out,2016-01-04
City Hotel,0,18,2016,January,1,1,1,2,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,B,B,4,9.0,,0,1,2,Check-Out,2016-01-04
City Hotel,0,22,2016,January,1,1,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,1,9.0,,0,1,0,Check-Out,2016-01-05
City Hotel,1,25,2016,January,1,1,2,2,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,B,B,0,9.0,,0,0,0,Canceled,2015-12-07
City Hotel,0,0,2016,January,1,2,0,1,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,11.0,,0,0,0,Check-Out,2016-01-03
City Hotel,0,0,2016,January,1,2,0,1,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,9.0,,0,0,0,Check-Out,2016-01-03
City Hotel,0,18,2016,January,1,2,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,9.0,,0,0,1,Check-Out,2016-01-03
City Hotel,0,7,2016,January,1,2,0,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,9.0,,0,0,1,Check-Out,2016-01-03
City Hotel,0,1,2016,January,1,2,0,1,2,0.0,0,BB,BRA,Direct,TA/TO,0,0,0,A,A,2,,,0,0,1,Check-Out,2016-01-03
City Hotel,0,4,2016,January,1,2,1,1,1,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,9.0,,0,0,2,Check-Out,2016-01-04
City Hotel,0,6,2016,January,1,2,1,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,9.0,,0,1,1,Check-Out,2016-01-04
City Hotel,0,4,2016,January,1,2,1,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,9.0,,0,0,2,Check-Out,2016-01-04
City Hotel,0,0,2016,January,1,2,1,1,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,9.0,,0,0,0,Check-Out,2016-01-04
City Hotel,1,150,2016,January,1,2,2,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,21.0,,91,0,0,Canceled,2015-11-04
City Hotel,0,1,2016,January,1,2,2,1,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,11.0,,0,0,0,Check-Out,2016-01-05
City Hotel,1,150,2016,January,1,2,2,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,21.0,,91,0,0,Canceled,2015-11-04
City Hotel,1,150,2016,January,1,2,2,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,21.0,,91,0,0,Canceled,2015-11-04
City Hotel,1,150,2016,January,1,2,2,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,21.0,,91,0,0,Canceled,2015-11-04
City Hotel,1,150,2016,January,1,2,2,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,21.0,,91,0,0,Canceled,2015-11-04
City Hotel,1,150,2016,January,1,2,2,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,21.0,,91,0,0,Canceled,2015-11-04
City Hotel,1,11,2016,January,1,2,2,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,B,B,1,9.0,,0,0,0,Canceled,2015-12-30
City Hotel,1,10,2016,January,1,2,2,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,B,B,0,9.0,,0,0,0,Canceled,2015-12-31
City Hotel,1,8,2016,January,1,2,2,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,9.0,,0,0,0,Canceled,2015-12-28
City Hotel,1,150,2016,January,1,2,2,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,21.0,,91,0,0,Canceled,2015-11-04
City Hotel,0,1,2016,January,1,2,2,1,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,D,0,14.0,,0,0,0,Check-Out,2016-01-05
City Hotel,1,150,2016,January,1,2,2,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,21.0,,91,0,0,Canceled,2015-11-04
City Hotel,1,150,2016,January,1,2,2,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,21.0,,91,0,0,Canceled,2015-11-04
City Hotel,1,150,2016,January,1,2,2,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,21.0,,91,0,0,Canceled,2015-11-04
City Hotel,1,150,2016,January,1,2,2,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,21.0,,91,0,0,Canceled,2015-11-04
City Hotel,0,1,2016,January,1,2,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,9.0,,0,0,0,Check-Out,2016-01-05
City Hotel,0,1,2016,January,1,2,2,1,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,14.0,,0,0,1,Check-Out,2016-01-05
City Hotel,1,150,2016,January,1,2,2,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,21.0,,91,0,0,Canceled,2015-11-04
City Hotel,1,150,2016,January,1,2,2,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,21.0,,91,0,0,Canceled,2015-11-04
City Hotel,1,150,2016,January,1,2,2,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,21.0,,91,0,0,Canceled,2015-11-04
City Hotel,1,150,2016,January,1,2,2,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,21.0,,91,0,0,Canceled,2015-11-04
City Hotel,1,150,2016,January,1,2,2,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,21.0,,91,0,0,Canceled,2015-11-04
City Hotel,1,150,2016,January,1,2,2,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,21.0,,91,0,0,Canceled,2015-11-04
City Hotel,1,150,2016,January,1,2,2,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,21.0,,91,0,0,Canceled,2015-11-04
City Hotel,1,150,2016,January,1,2,2,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,21.0,,91,0,0,Canceled,2015-11-04
City Hotel,1,150,2016,January,1,2,2,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,21.0,,91,0,0,Canceled,2015-11-04
City Hotel,1,150,2016,January,1,2,2,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,21.0,,91,0,0,Canceled,2015-11-04
City Hotel,0,8,2016,January,1,2,2,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,A,0,9.0,,0,0,1,Check-Out,2016-01-05
City Hotel,1,150,2016,January,1,2,2,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,21.0,,91,0,0,Canceled,2015-11-04
City Hotel,1,150,2016,January,1,2,2,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,21.0,,91,0,0,Canceled,2015-11-04
City Hotel,1,150,2016,January,1,2,2,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,21.0,,91,0,0,Canceled,2015-11-04
City Hotel,1,150,2016,January,1,2,2,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,21.0,,91,0,0,Canceled,2015-11-04
City Hotel,0,12,2016,January,1,2,2,2,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,9.0,,0,0,1,Check-Out,2016-01-06
City Hotel,0,4,2016,January,1,2,2,2,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,14.0,,0,0,0,Check-Out,2016-01-06
City Hotel,0,3,2016,January,1,2,2,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,9.0,,0,1,1,Check-Out,2016-01-07
City Hotel,0,2,2016,January,1,2,2,3,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,9.0,,0,0,0,Check-Out,2016-01-07
City Hotel,0,8,2016,January,1,2,2,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,9.0,,0,1,0,Check-Out,2016-01-08
City Hotel,0,2,2016,January,1,2,2,4,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,0,15.0,,0,0,0,Check-Out,2016-01-08
City Hotel,0,0,2016,January,2,3,1,0,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,D,0,9.0,,0,0,0,Check-Out,2016-01-04
City Hotel,0,1,2016,January,2,3,2,0,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,9.0,,0,0,0,Check-Out,2016-01-05
City Hotel,0,2,2016,January,2,3,2,0,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,9.0,,0,1,0,Check-Out,2016-01-05
City Hotel,0,2,2016,January,2,3,2,0,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,11.0,,0,0,0,Check-Out,2016-01-05
City Hotel,1,145,2016,January,2,3,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,3.0,,85,0,0,Canceled,2015-11-04
City Hotel,0,0,2016,January,2,3,1,0,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,E,0,9.0,,0,0,0,Check-Out,2016-01-04
City Hotel,0,2,2016,January,2,3,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,9.0,,0,0,0,Check-Out,2016-01-04
City Hotel,1,1,2016,January,2,3,1,0,2,0.0,0,SC,SAU,Online TA,TA/TO,0,0,0,A,A,0,9.0,,0,0,0,Canceled,2016-01-03
City Hotel,0,30,2016,January,2,3,1,0,0,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,B,B,2,9.0,,0,0,1,Check-Out,2016-01-04
City Hotel,0,0,2016,January,2,3,1,0,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,9.0,,0,0,0,Check-Out,2016-01-04
City Hotel,0,31,2016,January,2,3,1,0,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,B,B,4,9.0,,0,0,1,Check-Out,2016-01-04
City Hotel,0,2,2016,January,2,3,1,0,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,9.0,,0,0,0,Check-Out,2016-01-04
City Hotel,1,145,2016,January,2,3,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,3.0,,85,0,0,Canceled,2015-11-04
City Hotel,1,145,2016,January,2,3,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,3.0,,85,0,0,Canceled,2015-11-04
City Hotel,0,1,2016,January,2,3,2,1,2,2.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,F,2,9.0,,0,0,0,Check-Out,2016-01-06
City Hotel,1,145,2016,January,2,3,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,3.0,,85,0,0,Canceled,2015-11-04
City Hotel,1,145,2016,January,2,3,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,3.0,,85,0,0,Canceled,2015-11-04
City Hotel,1,145,2016,January,2,3,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,3.0,,85,0,0,Canceled,2015-11-04
City Hotel,1,145,2016,January,2,3,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,3.0,,85,0,0,Canceled,2015-11-04
City Hotel,1,145,2016,January,2,3,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,3.0,,85,0,0,Canceled,2015-11-04
City Hotel,1,145,2016,January,2,3,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,3.0,,85,0,0,Canceled,2015-11-04
City Hotel,1,145,2016,January,2,3,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,3.0,,85,0,0,Canceled,2015-11-04
City Hotel,1,145,2016,January,2,3,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,3.0,,85,0,0,Canceled,2015-11-04
City Hotel,1,145,2016,January,2,3,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,3.0,,85,0,0,Canceled,2015-11-04
City Hotel,1,145,2016,January,2,3,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,3.0,,85,0,0,Canceled,2015-11-04
City Hotel,1,145,2016,January,2,3,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,3.0,,85,0,0,Canceled,2015-11-04
City Hotel,1,145,2016,January,2,3,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,3.0,,85,0,0,Canceled,2015-11-04
City Hotel,0,2,2016,January,2,3,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,9.0,,0,0,0,Check-Out,2016-01-07
City Hotel,0,3,2016,January,2,3,2,4,1,0.0,0,SC,FIN,Online TA,TA/TO,0,0,0,A,A,0,11.0,,0,0,0,Check-Out,2016-01-09
City Hotel,0,1,2016,January,2,4,1,0,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,7.0,,0,0,0,Check-Out,2016-01-05
City Hotel,0,29,2016,January,2,4,1,0,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,9.0,,0,0,1,Check-Out,2016-01-05
City Hotel,0,9,2016,January,2,4,1,0,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,9.0,,0,0,1,Check-Out,2016-01-05
City Hotel,0,0,2016,January,2,4,1,0,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,9.0,,0,0,1,Check-Out,2016-01-05
City Hotel,0,1,2016,January,2,4,1,0,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,9.0,,0,1,1,Check-Out,2016-01-05
City Hotel,0,0,2016,January,2,4,1,0,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,9.0,,0,0,1,Check-Out,2016-01-05
City Hotel,0,0,2016,January,2,4,1,0,1,0.0,0,SC,DEU,Direct,Direct,0,0,0,A,A,0,,,0,0,0,Check-Out,2016-01-05
City Hotel,0,9,2016,January,2,4,1,0,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,9.0,,0,0,1,Check-Out,2016-01-05
City Hotel,0,2,2016,January,2,4,1,0,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,9.0,,0,0,1,Check-Out,2016-01-05
City Hotel,0,4,2016,January,2,4,1,0,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,9.0,,0,0,1,Check-Out,2016-01-05
City Hotel,0,1,2016,January,2,4,1,0,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,9.0,,0,0,1,Check-Out,2016-01-05
City Hotel,0,1,2016,January,2,4,1,1,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,B,B,0,,,0,0,1,Check-Out,2016-01-06
City Hotel,0,2,2016,January,2,4,1,1,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,9.0,,0,0,1,Check-Out,2016-01-06
City Hotel,0,1,2016,January,2,4,1,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,9.0,,0,0,1,Check-Out,2016-01-06
City Hotel,0,1,2016,January,2,4,1,1,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,B,B,0,,,0,0,1,Check-Out,2016-01-06
City Hotel,0,7,2016,January,2,4,1,2,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,9.0,,0,0,0,Check-Out,2016-01-07
City Hotel,0,9,2016,January,2,4,1,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,8.0,,0,0,2,Check-Out,2016-01-07
City Hotel,0,7,2016,January,2,4,1,2,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,9.0,,0,0,0,Check-Out,2016-01-07
City Hotel,0,28,2016,January,2,4,1,3,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,159.0,,0,0,1,Check-Out,2016-01-08
City Hotel,0,2,2016,January,2,4,1,3,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,D,0,9.0,,0,0,0,Check-Out,2016-01-08
City Hotel,0,1,2016,January,2,4,1,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,E,0,9.0,,0,0,0,Check-Out,2016-01-08
City Hotel,0,28,2016,January,2,4,1,3,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,159.0,,0,0,1,Check-Out,2016-01-08
City Hotel,0,28,2016,January,2,4,1,3,3,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,159.0,,0,0,1,Check-Out,2016-01-08
City Hotel,0,0,2016,January,2,5,0,1,1,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,9.0,,0,0,0,Check-Out,2016-01-06
City Hotel,0,3,2016,January,2,5,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,9.0,,0,0,1,Check-Out,2016-01-06
City Hotel,0,0,2016,January,2,5,0,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,1,9.0,,0,1,1,Check-Out,2016-01-07
City Hotel,0,0,2016,January,2,5,0,2,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,9.0,,0,0,1,Check-Out,2016-01-07
City Hotel,0,33,2016,January,2,5,0,3,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,D,D,0,14.0,,0,0,0,Check-Out,2016-01-08
City Hotel,0,1,2016,January,2,5,4,13,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,6,,,0,0,0,Check-Out,2016-01-22
City Hotel,0,3,2016,January,2,6,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,9.0,,0,0,0,Check-Out,2016-01-07
City Hotel,0,4,2016,January,2,6,0,1,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,9.0,,0,1,0,Check-Out,2016-01-07
City Hotel,0,1,2016,January,2,6,0,1,2,0.0,0,BB,COL,Online TA,TA/TO,0,0,0,A,B,0,9.0,,0,1,0,Check-Out,2016-01-07
City Hotel,0,0,2016,January,2,6,0,1,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,9.0,,0,0,0,Check-Out,2016-01-07
City Hotel,0,0,2016,January,2,6,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,9.0,,0,0,0,Check-Out,2016-01-07
City Hotel,0,0,2016,January,2,6,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,9.0,,0,0,1,Check-Out,2016-01-07
City Hotel,0,0,2016,January,2,6,0,1,1,0.0,0,BB,KOR,Direct,Direct,0,0,0,A,A,0,,,0,0,0,Check-Out,2016-01-07
City Hotel,0,1,2016,January,2,6,0,1,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,B,0,9.0,,0,0,0,Check-Out,2016-01-07
City Hotel,0,33,2016,January,2,6,0,2,0,2.0,0,BB,BRA,Online TA,TA/TO,0,0,0,B,B,0,9.0,,0,0,1,Check-Out,2016-01-08
City Hotel,0,0,2016,January,2,6,0,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,9.0,,0,0,1,Check-Out,2016-01-08
City Hotel,0,24,2016,January,2,6,0,2,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,9.0,,0,0,0,Check-Out,2016-01-08
City Hotel,0,24,2016,January,2,6,0,2,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,9.0,,0,1,1,Check-Out,2016-01-08
City Hotel,0,0,2016,January,2,6,0,1,2,0.0,0,SC,MEX,Online TA,TA/TO,0,0,0,A,A,0,9.0,,0,0,0,Check-Out,2016-01-07
City Hotel,0,34,2016,January,2,6,0,2,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,B,B,0,9.0,,0,0,1,Check-Out,2016-01-08
City Hotel,0,24,2016,January,2,6,0,2,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,9.0,,0,0,0,Check-Out,2016-01-08
City Hotel,0,2,2016,January,2,6,0,3,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,9.0,,0,0,1,Check-Out,2016-01-09
City Hotel,0,4,2016,January,2,6,0,4,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,9.0,,0,0,0,Check-Out,2016-01-10
City Hotel,0,24,2016,January,2,6,1,4,2,0.0,0,BB,FIN,Online TA,TA/TO,0,0,0,A,A,0,7.0,,0,0,2,Check-Out,2016-01-11
City Hotel,0,1,2016,January,2,7,0,1,1,0.0,0,BB,ARE,Online TA,TA/TO,0,0,0,A,A,0,9.0,,0,0,0,Check-Out,2016-01-08
City Hotel,0,0,2016,January,2,7,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,9.0,,0,0,0,Check-Out,2016-01-08
City Hotel,0,0,2016,January,2,7,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,B,B,0,9.0,,0,0,0,Check-Out,2016-01-08
